"ritt.json","ta115",7.18278e+06,377259
"ritt.json","ta116",7.20944e+06,377259
"ritt.json","ta118_5",6.22662e+06,377259
"ritt.json","ta117_10",6.43336e+06,377259
"ritt.json","ta117",7.22938e+06,377259
"ritt.json","ta119_5",6.16126e+06,377259
"ritt.json","ta118_10",6.4293e+06,377259
"ritt.json","ta119_10",6.44005e+06,377259
"ritt.json","ta118",7.21317e+06,377259
"ritt.json","ta120_5",6.11287e+06,377259
"ritt.json","ta119",7.19392e+06,377259
"ritt.json","ta120_10",6.5567e+06,377259
"ritt.json","ta120",7.22821e+06,377259
